symbol,avg_sentiment,mention_count,bullish_ratio,total_score,timeframe_days
TG,0.9561,1,1.0,2,1
TGTX,0.4199,1,1.0,2,1
THO,0.16203157894736842,19,0.47368421052631576,125,1
TIL,0.2675625,8,0.625,23,1
TLRY,-0.20015,2,0.0,3,1
TM,0.25,1,1.0,8,1
TMC,-0.5255,1,0.0,1,1
TNXP,0.13937142857142856,7,0.14285714285714285,11,1
TOP,0.47689750000000003,80,0.8375,2321,1
TOUR,-0.4374,1,0.0,7,1
TOWN,0.6597,1,1.0,31,1
TRAW,0.7845,1,1.0,1,1
TREE,0.44896,5,0.6,99,1
TRIP,0.0,1,0.0,1,1
TRUE,0.4464030303030303,33,0.7878787878787878,172,1
TSLA,0.231736,25,0.56,437,1
TSM,-0.17126666666666665,3,0.3333333333333333,17,1
TURN,0.39446785714285715,28,0.75,156,1
TV,0.76865,2,1.0,-4,1
TVGN,0.9637,2,1.0,2,1
TWG,0.0,1,0.0,1,1
TWO,0.32389292035398226,113,0.6283185840707964,1015,1
TX,0.3435,1,1.0,5,1
TYGO,0.0,1,0.0,17,1
U,-0.06944418604651163,86,0.36046511627906974,283,1
UBER,-0.142125,4,0.5,19,1
UBS,-0.8319,1,0.0,108,1
UK,0.07829,10,0.4,80,1
ULTA,0.9851777777777778,9,1.0,39,1
UMAC,-0.1768,2,0.0,10,1
UNIT,0.9903000000000001,4,1.0,1,1
UP,0.26843424657534243,803,0.597758405977584,16471,1
UPS,0.208125,8,0.75,2586,1
UPST,0.10794999999999999,2,1.0,2,1
URG,0.903,1,1.0,1,1
USB,0.9962,2,1.0,6,1
USIO,0.28847500000000004,4,0.5,8,1
UTI,0.9644,1,1.0,2,1
V,0.0906,7,0.5714285714285714,84,1
VC,0.5106,1,1.0,2,1
VERB,0.94,1,1.0,2,1
VERO,0.0,1,0.0,1,1
VERU,-0.5106,3,0.0,6,1
VET,0.9975,1,1.0,8,1
VIA,0.586790909090909,11,0.7272727272727273,91,1
VIGL,0.8205,1,1.0,3,1
VLN,0.543925,8,0.625,25,1
VMI,-0.5023,1,0.0,2,1
VNRX,0.04285,2,0.5,2,1
VRAR,0.0,1,0.0,2,1
VRME,-0.6597,1,0.0,1,1
VRT,0.5106,1,1.0,1,1
VS,0.3741105263157895,38,0.6842105263157895,4146,1
VST,0.9197,2,1.0,2,1
VVPR,0.0,1,0.0,1,1
VXRT,-0.3612,1,0.0,-4,1
VZ,0.24125000000000002,2,0.5,2,1
VZLA,0.8205,1,1.0,3,1
W,0.41898,5,0.8,18,1
WASH,0.15712857142857145,14,0.6428571428571429,50,1
WAVE,0.555,4,1.0,5,1
WAY,0.2440766666666667,210,0.6095238095238096,9055,1
WBA,0.34,1,1.0,1,1
WBX,-0.1154,1,0.0,3,1
WELL,0.4432833333333333,168,0.8571428571428571,4401,1
WEST,0.0539,4,0.75,24,1
WIX,0.9951,3,1.0,0,1
WLDS,0.0,1,0.0,4,1
WOLF,0.17242857142857143,7,0.5714285714285714,50,1
WOOF,0.0869,1,1.0,1,1
WOW,0.6961,14,1.0,129,1
WRAP,0.22002000000000002,5,0.6,8,1
WS,-0.7531,1,0.0,2,1
WSO,0.8779,1,1.0,1,1
WULF,0.8205,1,1.0,3,1
WW,-0.9792,1,0.0,4,1
WWR,0.358425,4,0.5,7,1
WY,0.3818,1,1.0,1,1
X,0.4741266666666667,15,0.6666666666666666,55,1
XAIR,0.38744,5,0.4,47,1
XOM,0.2388,1,1.0,16,1
XTIA,0.145956338028169,71,0.49295774647887325,10820,1
XXII,0.9654000000000001,3,1.0,6,1
YOU,0.2889018360655738,3050,0.6219672131147541,126847,1
Z,-0.1655,1,0.0,2,1
ZCAR,0.0,2,0.0,0,1
ZOM,0.5569142857142857,7,0.5714285714285714,23,1
ZONE,0.50432,5,0.6,2603,1
